Brand,Model,Release year,Screen size (inches),Hard drive size (GB),RAM size (GB),Weight (grams),Retail price,Industry,Contract Lease Duration (months),Actual Lease Duration (months),Battery capacity (%),Observed resale price
Solar,SunSeeker S8,2015,11,256,16,809,1919,Advertising and Marketing,36,36,94.17,780
Solar,SunSeeker S8,2015,13,128,8,957,999,Energy and Utilities,12,11,91.86,746
Solar,SunSeeker S8,2015,12,512,4,883,1559,Consulting,6,5,93.92,1278
Solar,SunSeeker S8,2015,15,256,16,1104,2159,Information Technology,12,13,87.14,1364
Solar,SunSeeker S8,2015,11,256,16,809,1939,Media and Entertainment,60,52,90.61,594
Solar,SunSeeker S8,2015,17,512,4,1251,2219,Information Technology,36,26,90.24,967
Solar,SunSeeker S8,2015,15,256,16,1104,2249,Aerospace and Defense,36,35,89.9,946
Solar,SunSeeker S8,2015,17,512,4,1251,2239,Sports and Recreation,60,46,92.24,918
Solar,SunSeeker S8,2015,12,512,4,883,1529,Agriculture and Farming,24,26,87.1,711
Solar,SunSeeker S8,2015,13,128,8,957,979,Event Management,12,10,92.81,704
Solar,SunSeeker S8,2015,11,256,16,809,1939,Government and Public Sector,36,42,94.55,798
Solar,SunSeeker S8,2015,12,512,4,883,1549,Information Technology,24,26,91.34,718
Solar,SunSeeker S8,2015,17,512,4,1251,2229,Advertising and Marketing,12,14,93.29,1477
Solar,SunSeeker S8,2015,13,128,8,957,989,Agriculture and Farming,48,55,76.69,230
Solar,SunSeeker S8,2015,12,512,4,883,1499,Telecommunications,36,31,90.2,733
Solar,SunSeeker S8,2015,17,512,4,1251,2209,Sports and Recreation,36,35,97.4,1038
Solar,SunSeeker S8,2015,17,512,4,1251,2219,Telecommunications,12,8,83.05,1788
Solar,SunSeeker S8,2015,13,128,8,957,919,Automotive and Transportation,36,29,94.25,466
Solar,SunSeeker S8,2015,17,512,4,1251,2289,Real Estate and Property Management,36,29,96.03,1098
Solar,SunSeeker S8,2015,17,512,4,1251,2249,Advertising and Marketing,24,22,95.72,1181
Solar,SunSeeker S8,2015,11,256,16,809,1889,Consulting,36,35,83.93,704
Solar,SunSeeker S8,2015,11,256,16,809,1909,Financial Services and Banking,24,22,91.66,959
Solar,SunSeeker S8,2015,12,512,4,883,1609,Aerospace and Defense,48,39,91.55,616
Solar,SunSeeker S8,2015,15,256,16,1104,2169,Energy and Utilities,24,28,76.79,761
Solar,SunSeeker S8,2015,17,512,4,1251,2289,Information Technology,6,6,90.81,1897
Solar,SunSeeker S8,2015,12,512,4,883,1669,Construction and Engineering,12,10,90.97,1345
Solar,SunSeeker S8,2015,12,512,4,883,1529,Education,60,61,86.32,456
Solar,SunSeeker S8,2015,15,256,16,1104,2179,Financial Services and Banking,60,53,83.88,652
Solar,SunSeeker S8,2015,12,512,4,883,1669,Law and Legal Services,12,11,98.96,1170
Solar,SunSeeker S8,2015,12,512,4,883,1609,Automotive and Transportation,60,64,85.46,478
Solar,SunSeeker S8,2015,13,128,8,957,1019,Travel and Hospitality,12,9,94.77,842
Solar,SunSeeker S8,2015,13,128,8,957,959,Healthcare,36,39,85.18,336
Solar,SunSeeker S8,2015,17,512,4,1251,2189,Education,24,23,79.66,962
Solar,SunSeeker S8,2015,13,128,8,957,1019,Advertising and Marketing,24,21,93.42,551
Solar,SunSeeker S8,2015,12,512,4,883,1549,Education,6,6,91.99,1411
Solar,SunSeeker S8,2015,17,512,4,1251,2169,Financial Services and Banking,24,24,97.7,1166
Solar,SunSeeker S8,2015,12,512,4,883,1549,Sports and Recreation,24,27,88.59,705
Solar,SunSeeker S8,2015,11,256,16,809,1889,Financial Services and Banking,24,29,80.65,720
Solar,SunSeeker S8,2015,15,256,16,1104,2219,Automotive and Transportation,60,51,94.23,821
Solar,SunSeeker S8,2015,12,512,4,883,1589,Aerospace and Defense,6,5,97.76,1457
Solar,SunSeeker S8,2015,13,128,8,957,929,Media and Entertainment,48,45,88.06,293
Solar,SunSeeker S8,2015,11,256,16,809,1929,Non-Profit Organizations,6,5,86.87,1835
Solar,SunSeeker S8,2015,11,256,16,809,1839,Retail and E-Commerce,12,12,94.88,1324
Solar,SunSeeker S8,2015,12,512,4,883,1629,Advertising and Marketing,36,34,89.41,662
Solar,SunSeeker S8,2015,11,256,16,809,1859,Travel and Hospitality,36,30,87.77,834
Solar,SunSeeker S8,2015,17,512,4,1251,2189,Law and Legal Services,60,64,96.46,865
Solar,SunSeeker S8,2015,11,256,16,809,1919,Automotive and Transportation,24,21,90.03,963
Solar,SunSeeker S8,2015,11,256,16,809,1859,Non-Profit Organizations,36,38,89.07,761
Solar,SunSeeker S8,2015,11,256,16,809,1969,Energy and Utilities,36,46,93.29,834
Solar,SunSeeker S8,2015,17,512,4,1251,2159,Non-Profit Organizations,48,50,94.61,828
Solar,SunSeeker S8,2015,15,256,16,1104,2199,Non-Profit Organizations,36,36,94.23,1027
Solar,SunSeeker S8,2015,15,256,16,1104,2139,Consulting,12,11,94.16,1496
Solar,SunSeeker S8,2015,12,512,4,883,1599,Government and Public Sector,36,37,95.07,760
Solar,SunSeeker S8,2015,13,128,8,957,989,Retail and E-Commerce,12,11,86.51,665
Solar,SunSeeker S8,2015,15,256,16,1104,2179,Non-Profit Organizations,24,26,81.16,969
Solar,SunSeeker S8,2015,15,256,16,1104,2169,Construction and Engineering,48,46,96.29,831
Solar,SunSeeker S8,2015,17,512,4,1251,2249,Real Estate and Property Management,12,12,87.42,1402
Solar,SunSeeker S8,2015,17,512,4,1251,2159,Education,24,22,88.92,1075
Solar,SunSeeker S8,2015,13,128,8,957,939,Agriculture and Farming,24,23,95.76,510
Solar,SunSeeker S8,2015,15,256,16,1104,2219,Advertising and Marketing,24,25,84.45,1053
Solar,SunSeeker S8,2015,15,256,16,1104,2239,Automotive and Transportation,36,35,84.3,843
Solar,SunSeeker S8,2015,11,256,16,809,1899,Non-Profit Organizations,48,51,96.97,814
Solar,SunSeeker S8,2015,11,256,16,809,1849,Construction and Engineering,48,40,86.96,658
Solar,SunSeeker S8,2015,15,256,16,1104,2219,Real Estate and Property Management,60,64,86.31,792
Solar,SunSeeker S8,2015,15,256,16,1104,2109,Consulting,36,37,94.26,870
Solar,SunSeeker S8,2015,15,256,16,1104,2179,Media and Entertainment,24,24,92.4,1112
Solar,SunSeeker S8,2015,15,256,16,1104,2259,Government and Public Sector,36,38,85.89,860
Solar,SunSeeker S8,2015,15,256,16,1104,2149,Advertising and Marketing,6,6,86.85,1791
Solar,SunSeeker S8,2015,11,256,16,809,1849,Non-Profit Organizations,60,74,95.96,753
Solar,SunSeeker S8,2015,11,256,16,809,1869,Real Estate and Property Management,6,5,92.21,1573
Solar,SunSeeker S8,2015,13,128,8,957,1069,Media and Entertainment,60,62,92.23,329
Solar,SunSeeker S8,2015,11,256,16,809,1829,Manufacturing and Production,60,54,91.17,707
Solar,SunSeeker S8,2015,12,512,4,883,1629,Sports and Recreation,36,37,90.57,716
Solar,SunSeeker S8,2015,12,512,4,883,1549,Non-Profit Organizations,48,47,77.01,414
Solar,SunSeeker S8,2015,11,256,16,809,1879,Real Estate and Property Management,12,11,96.48,1263
Solar,SunSeeker S8,2015,15,256,16,1104,2119,Sports and Recreation,36,39,79.97,692
Solar,SunSeeker S8,2015,11,256,16,809,1949,Law and Legal Services,6,6,92.11,1748
Solar,SunSeeker S8,2015,17,512,4,1251,2299,Construction and Engineering,24,22,87.19,1214
Solar,SunSeeker S8,2015,12,512,4,883,1589,Manufacturing and Production,6,5,89.11,1356
Solar,SunSeeker S8,2015,17,512,4,1251,2279,Education,24,26,77.53,896
Solar,SunSeeker S8,2015,12,512,4,883,1519,Law and Legal Services,48,53,73.72,320
Solar,SunSeeker S8,2015,17,512,4,1251,2189,Information Technology,48,48,85.13,637
Solar,SunSeeker S8,2015,13,128,8,957,969,Education,6,5,91.02,865
Solar,SunSeeker S8,2015,15,256,16,1104,2189,Financial Services and Banking,60,57,88.67,778
Solar,SunSeeker S8,2015,12,512,4,883,1619,Law and Legal Services,12,12,95.49,1124
Solar,SunSeeker S8,2015,13,128,8,957,909,Travel and Hospitality,36,34,88.53,365
Terra,EarthBook Elite,2018,14,256,16,995,2299,Automotive and Transportation,12,12,88.0,1546
Terra,EarthBook Elite,2018,15,512,4,1066,1999,Energy and Utilities,48,48,94.26,958
Terra,EarthBook Elite,2018,17,1028,16,1209,4499,Energy and Utilities,24,23,94.06,2183
Terra,EarthBook Elite,2018,15,512,4,1066,1929,Logistics and Supply Chain Management,36,32,89.47,911
Terra,EarthBook Elite,2018,17,1028,16,1209,4579,Agriculture and Farming,36,33,85.96,2050
Terra,EarthBook Elite,2018,17,1028,16,1209,4559,Aerospace and Defense,48,48,92.01,1619
Terra,EarthBook Elite,2018,17,1028,16,1209,4529,Energy and Utilities,36,34,88.87,1788
Terra,EarthBook Elite,2018,14,256,16,995,2159,Travel and Hospitality,60,62,79.87,662
Terra,EarthBook Elite,2018,14,256,16,995,2289,Travel and Hospitality,48,45,84.63,835
Terra,EarthBook Elite,2018,17,1028,16,1209,4459,Manufacturing and Production,36,30,90.79,2056
Terra,EarthBook Elite,2018,15,512,4,1066,1959,Research and Development,24,26,89.47,954
Terra,EarthBook Elite,2018,15,512,4,1066,2059,Education,48,57,92.25,871
Terra,EarthBook Elite,2018,14,256,16,995,2349,Research and Development,12,10,96.01,1791
Terra,EarthBook Elite,2018,14,256,16,995,2269,Government and Public Sector,12,12,91.74,1791
Terra,EarthBook Elite,2018,15,512,4,1066,2039,Manufacturing and Production,60,61,88.84,802
Terra,EarthBook Elite,2018,17,1028,16,1209,4479,Real Estate and Property Management,48,42,97.72,1916
Terra,EarthBook Elite,2018,15,512,4,1066,1989,Healthcare,24,23,81.96,1067
Terra,EarthBook Elite,2018,17,1028,16,1209,4489,Automotive and Transportation,6,6,83.56,3690
Terra,EarthBook Elite,2018,17,1028,16,1209,4499,Telecommunications,36,40,85.52,1495
Terra,EarthBook Elite,2018,14,256,16,995,2269,Travel and Hospitality,36,39,83.01,921
Terra,EarthBook Elite,2018,17,1028,16,1209,4359,Education,48,44,89.84,1476
Terra,EarthBook Elite,2018,15,512,4,1066,2119,Media and Entertainment,24,23,92.62,1099
Terra,EarthBook Elite,2018,15,512,4,1066,1939,Travel and Hospitality,24,25,95.92,1098
Terra,EarthBook Elite,2018,14,256,16,995,2359,Manufacturing and Production,48,48,94.67,1012
Terra,EarthBook Elite,2018,14,256,16,995,2469,Agriculture and Farming,60,59,69.71,581
Terra,EarthBook Elite,2018,17,1028,16,1209,4429,Energy and Utilities,12,12,91.1,2904
Terra,EarthBook Elite,2018,14,256,16,995,2299,Retail and E-Commerce,12,12,90.84,1726
Terra,EarthBook Elite,2018,17,1028,16,1209,4439,Research and Development,24,23,93.6,2363
Terra,EarthBook Elite,2018,14,256,16,995,2249,Healthcare,6,6,79.78,1907
Terra,EarthBook Elite,2018,17,1028,16,1209,4509,Education,60,62,86.04,1268
Terra,EarthBook Elite,2018,15,512,4,1066,1959,Government and Public Sector,24,20,88.82,1226
Terra,EarthBook Elite,2018,14,256,16,995,2329,Non-Profit Organizations,60,54,95.56,1078
Terra,EarthBook Elite,2018,14,256,16,995,2279,Real Estate and Property Management,24,22,96.91,1433
Terra,EarthBook Elite,2018,15,512,4,1066,1949,Event Management,60,65,83.13,687
Terra,EarthBook Elite,2018,17,1028,16,1209,4439,Agriculture and Farming,24,21,80.12,2056
Terra,EarthBook Elite,2018,17,1028,16,1209,4529,Government and Public Sector,24,25,81.48,2085
Terra,EarthBook Elite,2018,15,512,4,1066,1969,Non-Profit Organizations,24,24,88.58,1022
Terra,EarthBook Elite,2018,15,512,4,1066,2019,Education,60,70,91.43,811
Terra,EarthBook Elite,2018,14,256,16,995,2229,Energy and Utilities,24,22,86.29,1040
Terra,EarthBook Elite,2018,17,1028,16,1209,4479,Real Estate and Property Management,12,11,96.7,3196
Terra,EarthBook Elite,2018,17,1028,16,1209,4399,Automotive and Transportation,24,22,89.02,2469
Terra,EarthBook Elite,2018,15,512,4,1066,1879,Research and Development,24,24,93.04,1030
Terra,EarthBook Elite,2018,14,256,16,995,2169,Government and Public Sector,12,13,90.93,1450
Terra,EarthBook Elite,2018,14,256,16,995,2239,Information Technology,6,6,94.56,1955
Terra,EarthBook Elite,2018,15,512,4,1066,2099,Sports and Recreation,6,6,93.52,1800
Terra,EarthBook Elite,2018,17,1028,16,1209,4629,Construction and Engineering,24,25,94.39,2509
Terra,EarthBook Elite,2018,14,256,16,995,2319,Government and Public Sector,6,6,88.95,1931
Terra,EarthBook Elite,2018,14,256,16,995,2269,Manufacturing and Production,48,49,85.81,862
Terra,EarthBook Elite,2018,15,512,4,1066,2019,Aerospace and Defense,36,32,95.87,929
Terra,EarthBook Elite,2018,17,1028,16,1209,4609,Media and Entertainment,24,23,93.67,2555
Terra,EarthBook Elite,2018,15,512,4,1066,1979,Non-Profit Organizations,36,37,87.22,857
Terra,EarthBook Elite,2018,17,1028,16,1209,4649,Media and Entertainment,48,53,94.25,1773
Terra,EarthBook Elite,2018,17,1028,16,1209,4459,Energy and Utilities,12,11,84.69,3013
Terra,EarthBook Elite,2018,14,256,16,995,2339,Financial Services and Banking,36,37,92.19,1016
Terra,EarthBook Elite,2018,14,256,16,995,2249,Media and Entertainment,24,20,83.01,1141
Terra,EarthBook Elite,2018,17,1028,16,1209,4509,Event Management,36,33,81.6,1654
Terra,EarthBook Elite,2018,15,512,4,1066,2079,Government and Public Sector,12,12,93.71,1614
Terra,EarthBook Elite,2018,14,256,16,995,2339,Retail and E-Commerce,24,26,92.52,1311
Terra,EarthBook Elite,2018,15,512,4,1066,2059,Construction and Engineering,24,25,90.84,1096
Terra,EarthBook Elite,2018,17,1028,16,1209,4439,Aerospace and Defense,36,28,89.06,1985
Terra,EarthBook Elite,2018,14,256,16,995,2269,Research and Development,12,14,93.62,1476
Terra,EarthBook Elite,2018,17,1028,16,1209,4509,Aerospace and Defense,60,55,94.36,1651
Terra,EarthBook Elite,2018,17,1028,16,1209,4489,Agriculture and Farming,36,40,96.3,1896
Terra,EarthBook Elite,2018,15,512,4,1066,1999,Logistics and Supply Chain Management,36,43,95.89,918
Terra,EarthBook Elite,2018,17,1028,16,1209,4589,Telecommunications,24,24,81.26,1923
Terra,EarthBook Elite,2018,14,256,16,995,2289,Information Technology,48,55,82.77,655
Terra,EarthBook Elite,2018,15,512,4,1066,1949,Retail and E-Commerce,24,23,97.12,1084
Terra,EarthBook Elite,2018,17,1028,16,1209,4519,Construction and Engineering,12,12,84.46,2702
Terra,EarthBook Elite,2018,15,512,4,1066,1989,Telecommunications,12,10,94.89,1689
Terra,EarthBook Elite,2018,14,256,16,995,2319,Travel and Hospitality,36,42,94.94,1033
Terra,EarthBook Elite,2018,17,1028,16,1209,4569,Manufacturing and Production,36,41,93.74,1808
Terra,EarthBook Elite,2018,17,1028,16,1209,4539,Law and Legal Services,12,12,93.24,3120
Terra,EarthBook Elite,2018,15,512,4,1066,1989,Event Management,48,51,88.77,761
Terra,EarthBook Elite,2018,17,1028,16,1209,4479,Travel and Hospitality,36,34,98.17,1773
Terra,EarthBook Elite,2018,17,1028,16,1209,4389,Real Estate and Property Management,6,6,93.23,3637
Terra,EarthBook Elite,2018,15,512,4,1066,2049,Energy and Utilities,60,57,90.89,864
Terra,EarthBook Elite,2018,15,512,4,1066,1969,Energy and Utilities,6,5,57.31,1863
Terra,EarthBook Elite,2018,14,256,16,995,2249,Real Estate and Property Management,12,12,79.45,1654
Terra,EarthBook Elite,2018,15,512,4,1066,2029,Travel and Hospitality,24,24,93.41,1049
Terra,EarthBook Elite,2018,15,512,4,1066,2049,Information Technology,24,22,92.44,1174
Terra,EarthBook Elite,2018,15,512,4,1066,2039,Agriculture and Farming,24,20,82.65,1060
Terra,EarthBook Elite,2018,15,512,4,1066,2039,Research and Development,12,14,93.57,1291
Terra,EarthBook Elite,2018,14,256,16,995,2329,Real Estate and Property Management,36,33,89.51,1201
Terra,EarthBook Elite,2018,14,256,16,995,2289,Consulting,60,55,86.04,873
Terra,EarthBook Elite,2018,14,256,16,995,2409,Sports and Recreation,12,13,95.55,1758
Terra,EarthBook Elite,2018,15,512,4,1066,2039,Aerospace and Defense,48,43,75.56,623
Terra,EarthBook Elite,2018,15,512,4,1066,1959,Retail and E-Commerce,6,5,78.68,1755
Terra,EarthBook Elite,2018,14,256,16,995,2279,Telecommunications,60,68,96.33,999
Terra,EarthBook Elite,2018,17,1028,16,1209,4529,Education,24,22,97.69,2497
Terra,EarthBook Elite,2018,15,512,4,1066,1989,Travel and Hospitality,36,26,90.88,954
Terra,EarthBook Elite,2018,14,256,16,995,2249,Government and Public Sector,24,22,71.26,1018
Terra,EarthBook Elite,2018,14,256,16,995,2269,Aerospace and Defense,12,12,89.46,1735
Terra,EarthBook Elite,2018,15,512,4,1066,2049,Healthcare,6,5,94.56,1967
Terra,EarthBook Elite,2018,14,256,16,995,2299,Agriculture and Farming,48,47,89.89,1012
Terra,EarthBook Elite,2018,15,512,4,1066,1919,Manufacturing and Production,6,6,91.26,1788
Terra,EarthBook Elite,2018,17,1028,16,1209,4439,Retail and E-Commerce,24,25,91.12,2152
Terra,EarthBook Elite,2018,17,1028,16,1209,4499,Manufacturing and Production,12,11,81.05,2882
Terra,EarthBook Elite,2018,14,256,16,995,2219,Aerospace and Defense,36,32,94.58,1022
Terra,EarthBook Elite,2018,15,512,4,1066,2029,Research and Development,12,12,96.71,1423
Terra,EarthBook Elite,2018,17,1028,16,1209,4479,Logistics and Supply Chain Management,24,25,94.06,2213
Terra,EarthBook Elite,2018,14,256,16,995,2259,Telecommunications,60,60,82.95,776
Terra,EarthBook Elite,2018,15,512,4,1066,2029,Event Management,6,7,85.82,1609
Terra,EarthBook Elite,2018,14,256,16,995,2269,Advertising and Marketing,24,25,80.44,995
Terra,EarthBook Elite,2018,15,512,4,1066,1959,Media and Entertainment,12,12,80.96,1287
Terra,EarthBook Elite,2018,15,512,4,1066,1939,Consulting,36,36,87.71,873
Terra,EarthBook Elite,2018,15,512,4,1066,1979,Event Management,48,44,83.7,778
Terra,EarthBook Elite,2018,14,256,16,995,2299,Sports and Recreation,36,37,87.71,1043
Terra,EarthBook Elite,2018,15,512,4,1066,1949,Real Estate and Property Management,36,32,97.48,1074
Terra,EarthBook Elite,2018,14,256,16,995,2259,Energy and Utilities,24,23,83.93,1124
Terra,EarthBook Elite,2018,14,256,16,995,2259,Advertising and Marketing,60,62,93.04,892
Terra,EarthBook Elite,2018,14,256,16,995,2259,Non-Profit Organizations,24,24,90.67,1308
Terra,EarthBook Elite,2018,15,512,4,1066,1979,Automotive and Transportation,24,22,86.11,1098
Terra,EarthBook Elite,2018,14,256,16,995,2339,Advertising and Marketing,12,9,94.03,1792
Terra,GeoFlex G8,2015,14,512,4,981,1899,Energy and Utilities,24,25,85.8,1026
Terra,GeoFlex G8,2015,14,256,4,981,1299,Retail and E-Commerce,24,27,88.57,699
Terra,GeoFlex G8,2015,14,256,4,981,1319,Media and Entertainment,60,65,86.98,474
Terra,GeoFlex G8,2015,14,512,4,981,1879,Telecommunications,48,48,88.34,828
Terra,GeoFlex G8,2015,14,256,4,981,1259,Energy and Utilities,24,23,76.44,600
Terra,GeoFlex G8,2015,14,256,4,981,1339,Sports and Recreation,48,53,87.35,527
Terra,GeoFlex G8,2015,14,512,4,981,1939,Construction and Engineering,6,5,94.59,1806
Terra,GeoFlex G8,2015,14,256,4,981,1349,Advertising and Marketing,6,6,86.41,1098
Terra,GeoFlex G8,2015,14,512,4,981,1949,Healthcare,12,10,93.38,1578
Terra,GeoFlex G8,2015,14,256,4,981,1299,Construction and Engineering,12,12,91.3,906
Terra,GeoFlex G8,2015,14,512,4,981,1919,Financial Services and Banking,12,11,83.23,1297
Terra,GeoFlex G8,2015,14,512,4,981,1869,Agriculture and Farming,48,49,89.11,758
Terra,GeoFlex G8,2015,14,256,4,981,1249,Education,36,40,93.1,548
Terra,GeoFlex G8,2015,14,512,4,981,1929,Logistics and Supply Chain Management,24,23,89.78,1018
Terra,GeoFlex G8,2015,14,512,4,981,1939,Financial Services and Banking,24,25,87.7,1013
Terra,GeoFlex G8,2015,14,512,4,981,1789,Real Estate and Property Management,60,62,73.83,481
Terra,GeoFlex G8,2015,14,256,4,981,1289,Consulting,36,35,91.47,648
Terra,GeoFlex G8,2015,14,256,4,981,1219,Media and Entertainment,36,38,94.0,564
Terra,GeoFlex G8,2015,14,512,4,981,1799,Energy and Utilities,6,6,83.31,1517
Terra,GeoFlex G8,2015,14,512,4,981,1869,Automotive and Transportation,60,66,93.52,694
Terra,GeoFlex G8,2015,14,256,4,981,1249,Event Management,60,57,89.42,482
Terra,GeoFlex G8,2015,14,256,4,981,1339,Non-Profit Organizations,24,22,93.07,765
Terra,GeoFlex G8,2015,14,512,4,981,1909,Telecommunications,36,42,89.37,902
Terra,GeoFlex G8,2015,14,256,4,981,1329,Agriculture and Farming,36,35,91.81,615
Terra,GeoFlex G8,2015,14,512,4,981,1889,Telecommunications,12,12,82.98,1230
Terra,GeoFlex G8,2015,14,256,4,981,1269,Healthcare,48,47,95.41,554
Terra,GeoFlex G8,2015,14,512,4,981,1869,Real Estate and Property Management,24,25,90.29,1058
Terra,GeoFlex G8,2015,14,256,4,981,1219,Consulting,12,11,87.6,902
Terra,GeoFlex G8,2015,14,256,4,981,1209,Education,12,10,95.1,876
Terra,GeoFlex G8,2015,14,512,4,981,1939,Non-Profit Organizations,36,34,92.71,893
Terra,GeoFlex G8,2015,14,256,4,981,1239,Automotive and Transportation,12,11,91.38,898
Terra,GeoFlex G8,2015,14,512,4,981,1859,Energy and Utilities,6,6,80.02,1513
Terra,GeoFlex G8,2015,14,256,4,981,1259,Manufacturing and Production,24,23,81.2,645
Terra,GeoFlex G8,2015,14,256,4,981,1269,Aerospace and Defense,12,11,90.83,913
Terra,GeoFlex G8,2015,14,256,4,981,1339,Agriculture and Farming,60,57,91.63,534
Terra,GeoFlex G8,2015,14,512,4,981,1999,Government and Public Sector,24,23,97.47,1195
Terra,GeoFlex G8,2015,14,256,4,981,1329,Real Estate and Property Management,24,24,81.35,629
Terra,GeoFlex G8,2015,14,256,4,981,1289,Information Technology,36,31,84.61,565
Terra,GeoFlex G8,2015,14,256,4,981,1259,Telecommunications,36,36,92.02,534
Terra,GeoFlex G8,2015,14,256,4,981,1349,Government and Public Sector,36,35,89.24,603
Terra,GeoFlex G8,2015,14,256,4,981,1299,Consulting,12,13,84.47,821
Terra,GeoFlex G8,2015,14,256,4,981,1299,Research and Development,48,48,91.93,539
Terra,GeoFlex G8,2015,14,512,4,981,1939,Information Technology,36,41,96.81,823
Terra,Highland H3,2017,12,128,4,842,819,Consulting,24,26,94.97,462
Terra,Highland H3,2017,15,512,8,1052,2199,Sports and Recreation,12,12,86.24,1533
Terra,Highland H3,2017,17,1028,4,1193,3499,Agriculture and Farming,60,49,95.94,1408
Terra,Highland H3,2017,17,1028,4,1193,3509,Logistics and Supply Chain Management,36,38,86.58,1203
Terra,Highland H3,2017,17,1028,4,1193,3619,Retail and E-Commerce,36,34,90.28,1445
Terra,Highland H3,2017,17,1028,4,1193,3529,Event Management,6,6,86.04,2773
Terra,Highland H3,2017,15,512,8,1052,2249,Information Technology,12,12,94.37,1382
Terra,Highland H3,2017,12,128,4,842,799,Aerospace and Defense,36,37,82.94,297
Terra,Highland H3,2017,12,128,4,842,789,Construction and Engineering,24,23,94.39,479
Terra,Highland H3,2017,17,1028,4,1193,3499,Consulting,24,19,90.85,1936
Terra,Highland H3,2017,15,512,8,1052,2189,Law and Legal Services,36,39,95.57,1082
Terra,Highland H3,2017,12,128,4,842,819,Automotive and Transportation,6,6,79.82,720
Terra,Highland H3,2017,15,512,8,1052,2289,Consulting,12,10,95.87,1737
Terra,Highland H3,2017,12,128,4,842,869,Construction and Engineering,36,32,78.4,346
Terra,Highland H3,2017,15,512,8,1052,2179,Automotive and Transportation,48,43,92.11,955
Terra,Highland H3,2017,17,1028,4,1193,3479,Travel and Hospitality,24,25,86.7,1552
Terra,Highland H3,2017,15,512,8,1052,2159,Media and Entertainment,24,23,94.6,1248
Terra,Highland H3,2017,15,512,8,1052,2269,Media and Entertainment,12,10,94.32,1822
Terra,Highland H3,2017,12,128,4,842,909,Telecommunications,24,27,93.82,487
Terra,Highland H3,2017,12,128,4,842,759,Information Technology,6,5,88.34,682
Terra,Highland H3,2017,17,1028,4,1193,3369,Non-Profit Organizations,36,29,95.84,1722
Terra,Highland H3,2017,17,1028,4,1193,3569,Healthcare,60,62,88.92,1397
Terra,Highland H3,2017,15,512,8,1052,2189,Logistics and Supply Chain Management,36,36,83.04,847
Terra,Highland H3,2017,15,512,8,1052,2259,Healthcare,36,35,93.49,1142
Terra,Highland H3,2017,12,128,4,842,859,Manufacturing and Production,36,35,94.59,398
Terra,Highland H3,2017,17,1028,4,1193,3539,Energy and Utilities,12,12,85.0,2085
Terra,Highland H3,2017,12,128,4,842,919,Travel and Hospitality,36,33,91.75,464
Terra,Highland H3,2017,15,512,8,1052,2239,Research and Development,36,39,77.09,686
Terra,Highland H3,2017,12,128,4,842,829,Construction and Engineering,60,61,88.92,334
Terra,Highland H3,2017,17,1028,4,1193,3479,Real Estate and Property Management,36,34,91.31,1465
Terra,Highland H3,2017,12,128,4,842,889,Real Estate and Property Management,24,21,93.04,517
Terra,Highland H3,2017,17,1028,4,1193,3559,Travel and Hospitality,36,38,96.06,1507
Terra,Highland H3,2017,12,128,4,842,789,Government and Public Sector,36,37,89.72,363
Terra,Highland H3,2017,12,128,4,842,859,Government and Public Sector,48,45,88.41,352
Terra,Highland H3,2017,15,512,8,1052,2209,Law and Legal Services,24,24,80.43,1048
Terra,Highland H3,2017,12,128,4,842,869,Automotive and Transportation,60,55,82.6,257
Terra,Highland H3,2017,17,1028,4,1193,3579,Retail and E-Commerce,24,22,92.44,1847
Terra,Highland H3,2017,12,128,4,842,869,Telecommunications,36,37,83.99,322
Terra,Highland H3,2017,12,128,4,842,899,Telecommunications,36,34,91.51,418
Terra,Highland H3,2017,15,512,8,1052,2229,Healthcare,60,43,88.29,911
Terra,Highland H3,2017,17,1028,4,1193,3499,Financial Services and Banking,12,12,95.6,2452
Terra,Highland H3,2017,15,512,8,1052,2159,Telecommunications,12,14,83.39,1322
Terra,Highland H3,2017,17,1028,4,1193,3529,Research and Development,12,12,93.98,2361
Terra,Highland H3,2017,12,128,4,842,939,Manufacturing and Production,24,22,86.93,475
Terra,Highland H3,2017,15,512,8,1052,2239,Telecommunications,24,21,90.79,1257
Terra,Highland H3,2017,17,1028,4,1193,3569,Advertising and Marketing,48,44,89.88,1298
Terra,Highland H3,2017,15,512,8,1052,2249,Law and Legal Services,12,11,90.11,1660
Terra,Highland H3,2017,12,128,4,842,739,Event Management,24,24,95.52,407
Terra,Highland H3,2017,17,1028,4,1193,3479,Construction and Engineering,24,19,91.31,1771
Terra,Highland H3,2017,17,1028,4,1193,3519,Healthcare,12,12,92.0,2456
Terra,Highland H3,2017,15,512,8,1052,2239,Healthcare,36,31,94.71,1217
Terra,Highland H3,2017,15,512,8,1052,2289,Sports and Recreation,12,12,95.29,1794
Terra,Highland H3,2017,17,1028,4,1193,3389,Logistics and Supply Chain Management,36,38,87.76,1317
Terra,Highland H3,2017,15,512,8,1052,2189,Advertising and Marketing,24,24,89.78,1170
Terra,Highland H3,2017,17,1028,4,1193,3549,Consulting,12,10,93.74,2659
Terra,Highland H3,2017,12,128,4,842,809,Manufacturing and Production,60,62,95.12,306
Terra,Highland H3,2017,17,1028,4,1193,3459,Real Estate and Property Management,24,26,90.75,1553
Terra,Highland H3,2017,15,512,8,1052,2159,Travel and Hospitality,36,42,95.82,1004
